date,value
2020-01-01,35.49671415301123
2020-01-02,50.287559080464334
2020-01-03,51.4811618242523
2020-01-04,52.72860036099297
2020-01-05,53.15465994954249
2020-01-06,62.73168333502976
2020-01-07,53.5413258480977
2020-01-08,52.826478519889456
2020-01-09,51.59956940480159
2020-01-10,52.534673076176276
2020-01-11,51.54511100170663
2020-01-12,51.13055989738453
2020-01-13,51.537532776150975
2020-01-14,49.0301930414938
2020-01-15,58.97148489854955
2020-01-16,49.58771247075902
2020-01-17,48.73134549803005
2020-01-18,49.670774046443675
2020-01-19,48.09640541989384
2020-01-20,47.29140664770992
2020-01-21,49.93359796135268
2020-01-22,48.08211066692316
2020-01-23,48.29848441395138
2020-01-24,46.816208023049995
2020-01-25,47.79350424288451
2020-01-26,48.62887178214099
2020-01-27,47.622716771622905
2020-01-28,49.47012751376073
2020-01-29,48.8658880239296
2020-01-30,49.200899742049444
2020-01-31,49.6982933877706
2020-02-01,52.57810156614446
2020-02-02,39.34611484348696
2020-02-03,50.447859575629046
2020-02-04,52.64883456305798
2020-02-05,50.86120715759785
2020-02-06,52.470976627595064
2020-02-07,35.06923077502446
2020-02-08,51.04085774183812
2020-02-09,52.48897426845943
2020-02-10,88.62477769811846
2020-02-11,52.067657932144755
2020-02-12,51.479922222196706
2020-02-13,50.942369590562315
2020-02-14,49.37730139126809
2020-02-15,49.73015579160529
2020-02-16,49.58353784740469
2020-02-17,50.713648940067316
2020-02-18,49.64804778498351
2020-02-19,47.24067019368248
2020-02-20,49.09203316182592
2020-02-21,48.22280468699337
2020-02-22,47.8540342089575
2020-02-23,49.152632498104325
2020-02-24,49.668886489905645
2020-02-25,49.74922931154732
2020-02-26,48.23449282582258
2020-02-27,49.085217119563836
2020-02-28,50.09779014525196
2020-02-29,51.14972174548684
2020-03-01,50.1208257621547
2020-03-02,50.8401644049717
2020-03-03,50.327138312145564
2020-03-04,50.609363880504276
2020-03-05,52.93881547334899
2020-03-06,53.7382908361397
2020-03-07,52.49010291100997
2020-03-08,53.66257668862857
2020-03-09,53.03067981578418
2020-03-10,51.94699327798518
2020-03-11,52.79344641307729
2020-03-12,53.782108915433554
2020-03-13,51.859744465474996
2020-03-14,53.10811694196561
2020-03-15,48.536078277545776
2020-03-16,51.571902504375224
2020-03-17,50.43122368660265
2020-03-18,49.657519363382534
2020-03-19,49.696190271950556
2020-03-20,47.31614143444432
2020-03-21,18.95865467869175
2020-03-22,49.264999538921444
2020-03-23,50.30885025400497
2020-03-24,48.322685990989804
2020-03-25,48.12939336451651
2020-03-26,48.61619214884659
2020-03-27,50.289112466747284
2020-03-28,50.023180605074735
2020-03-29,49.53676651008136
2020-03-30,50.987444051477844
2020-03-31,51.272670810518704
2020-04-01,42.9292215919927
2020-04-02,51.03142019227425
2020-04-03,51.77790835798718
2020-04-04,52.03418149782263
2020-04-05,51.21853585943677
2020-04-06,45.032626720608604
2020-04-07,53.22009906291643
2020-04-08,52.974157247379004
2020-04-09,52.65752589921516
2020-04-10,51.31668006551846
2020-04-11,52.075644328189426
2020-04-12,51.85285598805818
2020-04-13,51.04119601692999
2020-04-14,51.29453766996951
2020-04-15,51.45405085681453
2020-04-16,52.530362519575014
2020-04-17,41.19822647244253
2020-04-18,50.161979886137814
2020-04-19,32.89148150270606
2020-04-20,47.44917797713209
2020-04-21,49.181373091960474
2020-04-22,49.19118641920448
2020-04-23,51.60419832174874
2020-04-24,49.04552600262857
2020-04-25,49.71949653476474
2020-04-26,49.63899857933996
2020-04-27,48.825751457795526
2020-04-28,51.50934952836342
2020-04-29,51.52610965105124
2020-04-30,51.99103194704304
2020-05-01,50.71643592684078
2020-05-02,53.4362675970877
2020-05-03,49.56598813363011
2020-05-04,53.31314674475505
2020-05-05,55.17250643337886
2020-05-06,52.171576707459614
2020-05-07,52.692746061133775
2020-05-08,53.368695155824184
2020-05-09,52.688637378474105
2020-05-10,51.481387376502745
2020-05-11,52.86485262576082
2020-05-12,53.310538767960544
2020-05-13,52.617065716786776
2020-05-14,41.94839888818774
2020-05-15,52.89993440501754
2020-05-16,50.16092332602825
2020-05-17,51.00503838625091
2020-05-18,51.01794671278473
2020-05-19,48.672846032611254
2020-05-20,49.89540912703525
2020-05-21,51.785388804120025
2020-05-22,37.175164090981774
2020-05-23,49.625590067795756
2020-05-24,49.79776976165812
2020-05-25,50.49977206420843
2020-05-26,48.73675963816712
2020-05-27,48.97397288233078
2020-05-28,51.1884682794653
2020-05-29,51.37116129159766
2020-05-30,51.75049285034588
2020-05-31,52.27227159113249
2020-06-01,51.65344856457311
2020-06-02,52.937824201745954
2020-06-03,53.31936212425346
2020-06-04,52.567699389542504
2020-06-05,55.327887543735066
2020-06-06,54.032876711648335
2020-06-07,52.3777402935339
2020-06-08,54.14866664122414
2020-06-09,52.357369137341564
2020-06-10,53.883374254697245
2020-06-11,53.95416608359235
2020-06-12,51.622790967799894
2020-06-13,53.01919951087986
2020-06-14,52.062780926936504
2020-06-15,52.06623677835896
2020-06-16,44.729278850400206
2020-06-17,50.25904137941218
2020-06-18,49.44997418468772
2020-06-19,49.07843476280561
2020-06-20,48.99207668244426
2020-06-21,49.65385449984935
2020-06-22,50.0821081840801
2020-06-23,50.114577766739714
2020-06-24,50.84513244146714
2020-06-25,50.28671224092311
2020-06-26,52.04796357257238
2020-06-27,50.70186988061045
2020-06-28,54.09434578495409
2020-06-29,52.42566734776501
2020-06-30,23.499708893947407
2020-07-01,51.562580788090486
2020-07-02,53.488042919828125
2020-07-03,53.102826865628934
2020-07-04,54.29605130166097
2020-07-05,54.23535065716385
2020-07-06,53.78621487807967
2020-07-07,45.36482612281723
2020-07-08,46.00988286721237
2020-07-09,53.185535855501854
2020-07-10,54.25268844527827
2020-07-11,53.30966424871515
2020-07-12,51.49773450743961
2020-07-13,52.529004307486716
2020-07-14,52.33531737972885
2020-07-15,50.660319182163356
2020-07-16,51.310251819793926
2020-07-17,11.271621406225904
2020-07-18,49.36074005121459
2020-07-19,50.62573655277941
2020-07-20,50.66867149377793
2020-07-21,62.68596917452803
2020-07-22,51.09475826129836
2020-07-23,48.7602175994526
2020-07-24,49.380124152516
2020-07-25,51.08874561625387
2020-07-26,51.408215446327254
2020-07-27,51.781574400154454
2020-07-28,55.52690810901921
2020-07-29,52.67089051069317
2020-07-30,53.66138902181612
2020-07-31,53.167577338660294
2020-08-01,53.956961755890745
2020-08-02,53.311020406314434
2020-08-03,54.641020028062144
2020-08-04,53.289287818052735
2020-08-05,57.02289134306283
2020-08-06,53.68368024290744
2020-08-07,54.17398717197663
2020-08-08,56.246709374242386
2020-08-09,51.82902445836305
2020-08-10,54.08183069495946
2020-08-11,51.430757414961946
2020-08-12,52.183891515846085
2020-08-13,53.33895059696738
2020-08-14,51.90845663745995
2020-08-15,50.37878193591911
2020-08-16,50.38912578615509
2020-08-17,51.483308097979894
2020-08-18,49.83758256071398
2020-08-19,50.62434555699167
2020-08-20,50.37652804916727
2020-08-21,58.44094352274068
2020-08-22,52.58183105673502
2020-08-23,51.25186821474914
2020-08-24,48.8485677623876
2020-08-25,51.38088381018447
2020-08-26,50.90474024908001
2020-08-27,52.8266099531607
2020-08-28,51.60747926156728
2020-08-29,52.71108694016862
2020-08-30,53.73846056513206
2020-08-31,65.20811573235179
2020-09-01,52.725993243899005
2020-09-02,53.84754957172793
2020-09-03,53.88716772142935
2020-09-04,53.80571455816283
2020-09-05,56.23449803101764
2020-09-06,54.79709474355127
2020-09-07,52.97116685323384
2020-09-08,54.91415159800955
2020-09-09,55.817726701597586
2020-09-10,54.375938546702756
2020-09-11,51.436453415681505
2020-09-12,52.06576592713375
2020-09-13,53.411087767551116
2020-09-14,51.04885724822963
2020-09-15,51.848248923561286
2020-09-16,51.87834440247455
2020-09-17,49.94101872085305
2020-09-18,50.648361611347894
2020-09-19,47.38968886919438
2020-09-20,49.616568567929164
2020-09-21,44.12154525961772
2020-09-22,49.670166010466275
2020-09-23,52.80612165297684
2020-09-24,50.06428811745442
2020-09-25,51.42648222715141
2020-09-26,52.40491719565056
2020-09-27,54.14127328906611
2020-09-28,51.68996123045606
2020-09-29,54.696637038306555
2020-09-30,53.91580356560453
2020-10-01,53.244780999906844
2020-10-02,54.94415428183215
2020-10-03,54.86117272816377
2020-10-04,54.158826913577755
2020-10-05,54.83884587572656
2020-10-06,54.30679943572855
2020-10-07,54.645568152820125
2020-10-08,54.95842032547584
2020-10-09,55.5815873207303
2020-10-10,52.405657787324756
2020-10-11,55.38885675629179
2020-10-12,50.8979122004775
2020-10-13,52.29239152332889
2020-10-14,52.377198214920234
2020-10-15,51.985421363150095
2020-10-16,50.78101082922462
2020-10-17,50.95982694207385
2020-10-18,50.51488603275086
2020-10-19,50.34159145231924
2020-10-20,51.79055830628448
2020-10-21,51.39490245337474
2020-10-22,58.33653979763549
2020-10-23,52.373310224478466
2020-10-24,52.101729016291664
2020-10-25,52.97938883268734
2020-10-26,53.20380546028809
2020-10-27,52.17100498907792
2020-10-28,52.865642341438544
2020-10-29,54.58076689127485
2020-10-30,54.81594077001841
2020-10-31,54.50538805699063
2020-11-01,54.89937819087766
2020-11-02,56.239777928378736
2020-11-03,54.467472401900714
2020-11-04,55.616141171906584
2020-11-05,54.789920380156424
2020-11-06,54.61436960434166
2020-11-07,55.695066502941984
2020-11-08,55.12098685357297
2020-11-09,53.43410259591091
2020-11-10,54.86130218878985
2020-11-11,67.59589961009974
2020-11-12,53.42612958965943
2020-11-13,52.04625995725494
2020-11-14,52.328595847903486
2020-11-15,51.57356729467754
2020-11-16,51.56494515742385
2020-11-17,51.90304399284661
2020-11-18,50.412735526029984
2020-11-19,53.33334348494891
2020-11-20,66.92072095229551
2020-11-21,50.30376057964339
2020-11-22,41.2474497250266
2020-11-23,52.88609218937799
2020-11-24,53.090646530900536
2020-11-25,63.64252055148243
2020-11-26,53.28775322715306
2020-11-27,52.82856901014968
2020-11-28,90.76664535078879
2020-11-29,53.828408793072825
2020-11-30,55.801409384372555
2020-12-01,54.93499342606674
2020-12-02,54.41352594030195
2020-12-03,55.03765794908355
2020-12-04,55.78197524501217
2020-12-05,54.72838847978634
2020-12-06,54.30983041200244
2020-12-07,55.13997686244671
2020-12-08,54.84053707569369
2020-12-09,53.736530110780464
2020-12-10,53.38478507601721
2020-12-11,53.682049937357625
2020-12-12,51.59609227686717
2020-12-13,51.249062939471855
2020-12-14,51.585985274162624
2020-12-15,51.79026319733337
2020-12-16,52.07885675802915
2020-12-17,53.08324318435924
2020-12-18,52.388615832465476
2020-12-19,51.38101767930003
2020-12-20,51.618870759507004
2020-12-21,50.8154198277933
2020-12-22,42.19828372425178
2020-12-23,52.10577085649491
2020-12-24,53.089245274186474
2020-12-25,52.346945674812154
2020-12-26,54.119346514241165
2020-12-27,55.558562294638065
